,time,animal1-t1-obs,animal1-t2-obs,animal1-t3-obs,animal1-t4-obs,animal1-t5-obs,animal1-t6-obs,animal1-t7-obs,animal2-t1-obs,animal2-t2-obs,animal2-t3-obs,animal2-t4-obs,animal2-t5-obs,animal2-t6-obs,animal2-t7-obs
0,-5.0,-1.7818315274482694,0.2891241619447674,-0.7652509899966605,1.216861140059254,1.2455167025875866,1.068259596253255,0.24831439327705357,-0.875313498286315,0.595885758310867,-0.8681224040883807,1.290315537679912,-2.128151771069916,-1.555999607388247,3.49512127578762
1,-4.95,-1.427217724664873,0.2786955423748534,-0.5734536878814489,1.429890934162862,0.9575218463097429,1.3097170182792244,0.1976338539834114,-1.4309579245233326,0.6548925088280465,-0.5261969543825162,0.6013527975460428,-1.0328353533932206,-1.476918207954148,3.6254048359199125
2,-4.9,-1.5151739017798642,0.40084839016099305,-0.6477619261894517,1.6688042659703424,0.7927390899311605,1.761917430570368,0.15401710714079248,-0.9451262597320831,-0.09644080874053908,0.022681341910531547,1.5595104088839102,-2.0199845034659263,-0.8475125293367259,2.536132531726177
3,-4.8500000000000005,-1.2915570221306976,0.3500204536435793,-0.6065871897156315,1.5209017752948897,0.7105988884046528,1.8227868772941045,-0.1380855770130632,-0.8001661749652408,-0.019885630361708633,-0.4918350969885072,1.5776710221702779,0.7799646918785273,-0.874982345427238,3.115532717917727
4,-4.800000000000001,-1.4142519195780403,0.6831426106927271,-0.59453770919873,1.3930463065025693,0.6924282155190009,1.5490596409842086,-0.23756511084975654,-1.371538380955616,0.4743902968390435,0.5157916035575295,0.5095245987430702,-0.7386474191364638,0.20181210707081065,2.8334701538914078
5,-4.750000000000001,-1.0618439849884005,0.6687972334216857,-0.3588249199541753,1.613873144115788,0.7850939973685992,1.1577698071687739,-0.14102599832105628,-0.6364908967716589,1.3028422882455044,0.06961009837075341,-0.14961032013343534,-1.137944998001263,0.4026671231049813,2.4354037445973216
6,-4.700000000000001,-1.1305991347520228,0.5829922193523502,-0.3318409030472715,1.0685331791816288,1.0987569412278317,1.0904564269814794,-0.26447775945256347,-0.7645015990279076,1.7122764279964156,-0.4914244995677224,-0.4055056653921044,-2.2657474877575132,0.19458193701960086,2.200031450982612
7,-4.650000000000001,-0.9463284892529419,0.8207120998016987,-0.29490711287362004,0.8214896686441955,0.9558116363659526,1.4409530074317427,-0.43018706661738765,-0.3468269951951337,1.192272986550215,0.36700990220092855,-0.09319421109476986,-1.4289374984703456,0.1793302698502187,2.2362109808205926
8,-4.600000000000001,-0.5893681980077766,0.674346176110876,-0.30517790257129696,0.8455488364918761,0.8908227020173397,1.5512998550692192,-0.6215389367021869,-0.413476541941172,1.0997696093338543,0.20256648309813347,-0.4391699093956226,-1.832886396384248,0.17326529485914588,1.8429782386241262
9,-4.550000000000002,-0.6143500274673083,0.5164297061721428,-0.3471280196503609,0.8367803891133498,0.9959930450751697,1.4962180458481786,-0.35604489383653887,-0.36388929247944296,1.268042462292396,-0.9289650165973973,-0.8700164039483573,-1.6809153852128498,0.5598425061073551,1.784192374568416
10,-4.500000000000002,-0.08877260955214905,0.41674575375680595,-0.14793479705283163,1.3092801172132198,0.844452021773559,1.2387530346180264,-0.3839021237909932,-0.31589076901484314,1.3486440548056882,0.05409600550444086,-1.0620897370370908,-3.8415055302451275,0.36033082185325765,1.7748549267014024
11,-4.450000000000002,0.30769251467569775,0.34624066418691646,-0.2530245322946694,1.682493994794509,0.5874281418396488,1.3395097547611934,-0.6056249368022988,-0.41180437596076186,1.2686462363853206,0.28941722025166955,-0.6776715796535222,-3.3055560404244195,0.4108453334186124,1.4856010103614552
12,-4.400000000000002,0.4956589600626606,-0.054620458551421225,-0.10724272361278019,1.745589712744391,0.5692550458033827,1.2365554508167673,-0.7020380642311655,-0.22084686504131926,1.3020143871127936,-0.1491681698004016,-1.1159801657072095,-3.286031512170987,0.451886368880828,1.2984959744000104
13,-4.350000000000002,0.6372296859473101,-0.25901899379381693,-0.027330026087617434,1.8076581203485098,0.6065852475051037,1.2512754450788037,-0.40552335197672,-0.029342263807882574,1.3753703896857765,0.4523074580257072,-0.9313516234679072,-2.3448793449062477,-0.3960584700681576,0.8313880831813186
14,-4.3000000000000025,0.8166300018027798,-0.3098628872289796,0.023235457206089275,1.7968085014801576,0.6918130932310249,1.1468120876067724,-0.6392752235936042,0.20282747293754444,1.6934839962523502,0.029614011641317627,-1.1283267250614368,-3.1492061988865663,1.6872189100544797,1.6718268779778447
15,-4.250000000000003,0.7189309357780892,-0.5548822157971416,0.014448167752104042,1.857450055869287,0.7743308938236896,0.7310239299013861,-0.805786828609696,-0.30663453594675555,1.3526782194510967,-0.44574245973962834,-0.2913621359774311,-2.411236499611351,0.9160262852844832,1.9858863936490818
16,-4.200000000000003,1.1918428515787378,-0.5023980416798224,0.28402835842510343,2.1113654902896384,0.7752438406530276,0.4860350881433541,-0.8882521364405577,-0.4398316768046699,1.023827165974835,-0.3846201345060778,-0.46458659354469206,-3.7345911271811314,0.7923012835119813,2.2353353419611066
17,-4.150000000000003,1.2862712692209095,-0.22571609009929997,0.15693758223252294,1.7265426310834748,1.0760847812173862,0.46141360167225187,-0.8801438375175771,-0.385890255178177,0.6349323395255392,-0.30388952364119226,0.01262855701233269,-3.1232988737067786,1.7601969805753257,2.3749810477718603
